Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
M5AD Double Extra Large,m5ad.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.50 hourly,$0.315 hourly,$0.2751 hourly,$0.868 hourly,$0.683 hourly
M5AD Quadruple Extra Large,m5ad.4xlarge,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.00 hourly,$0.63 hourly,$0.4134 hourly,$1.736 hourly,$1.366 hourly
M5AD Eight Extra Large,m5ad.8xlarge,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,$2.00 hourly,$1.26 hourly,$0.6938 hourly,$3.472 hourly,$2.732 hourly
M5AD 12xlarge Extra Large,m5ad.12xlarge,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$3.00 hourly,$1.89 hourly,$1.1715 hourly,$5.208 hourly,$4.098 hourly
M5AD 16xlarge Extra Large,m5ad.16xlarge,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$4.00 hourly,$2.52 hourly,$1.5243 hourly,$6.944 hourly,$5.464 hourly
M5AD 24xlarge,m5ad.24xlarge,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$6.00 hourly,$3.78 hourly,$1.8472 hourly,$10.416 hourly,$8.196 hourly
M5 General Purpose Large,m5d.large,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.136 hourly,$0.086 hourly,$0.0529 hourly,$0.228 hourly,$0.178 hourly
M5 General Purpose Extra Large,m5d.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.272 hourly,$0.171 hourly,$0.0988 hourly,$0.456 hourly,$0.355 hourly
M5 General Purpose Double Extra Large,m5d.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.544 hourly,$0.343 hourly,$0.2072 hourly,$0.912 hourly,$0.711 hourly
M5 General Purpose Quadruple Extra Large,m5d.4xlarge,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.088 hourly,$0.685 hourly,$0.4484 hourly,$1.824 hourly,$1.421 hourly
M5 General Purpose Eight Extra Large,m5d.8xlarge,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,$2.176 hourly,$1.371 hourly,$0.8042 hourly,$3.648 hourly,$2.843 hourly
M5 General Purpose 12xlarge Extra Large,m5d.12xlarge,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$3.264 hourly,$2.056 hourly,$1.2752 hourly,$5.472 hourly,$4.264 hourly
M5 General Purpose 16xlarge Extra Large,m5d.16xlarge,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),20 Gigabit,$4.352 hourly,$2.742 hourly,$1.503 hourly,$7.296 hourly,$5.686 hourly
M5 General Purpose 24xlarge,m5d.24xlarge,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$6.528 hourly,$4.113 hourly,$1.9297 hourly,$10.944 hourly,$8.529 hourly
M5 General Purpose Metal,m5d.metal,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$6.528 hourly,$4.113 hourly,$1.2893 hourly,$10.944 hourly,$8.529 hourly
M5DN Large,m5dn.large,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 25 Gigabit,$0.162 hourly,$0.102 hourly,$0.0798 hourly,$0.254 hourly,$0.194 hourly
M5DN Extra Large,m5dn.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 25 Gigabit,$0.324 hourly,$0.204 hourly,$0.1603 hourly,$0.508 hourly,$0.388 hourly
M5DN Double Extra Large,m5dn.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 25 Gigabit,$0.648 hourly,$0.408 hourly,$0.3308 hourly,$1.016 hourly,$0.776 hourly
M5DN Quadruple Extra Large,m5dn.4xlarge,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 25 Gigabit,$1.296 hourly,$0.816 hourly,$0.8939 hourly,$2.032 hourly,$1.552 hourly
M5DN Eight Extra Large,m5dn.8xlarge,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),25 Gigabit,$2.592 hourly,$1.633 hourly,$0.7986 hourly,$4.064 hourly,$3.105 hourly
M5DN 12xlarge Extra Large,m5dn.12xlarge,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),50 Gigabit,$3.888 hourly,$2.449 hourly,$1.0048 hourly,$6.096 hourly,$4.657 hourly
M5DN 16xlarge Extra Large,m5dn.16xlarge,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),75 Gigabit,$5.184 hourly,$3.266 hourly,$1.4484 hourly,$8.128 hourly,$6.21 hourly
M5DN 24xlarge,m5dn.24xlarge,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,$7.776 hourly,$4.899 hourly,$2.1181 hourly,$12.192 hourly,$9.315 hourly
M5DN Metal,m5dn.metal,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,$7.776 hourly,$4.899 hourly,$1.4632 hourly,$12.192 hourly,$9.315 hourly
M5N Large,m5n.large,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.141 hourly,$0.089 hourly,$0.0546 hourly,$0.233 hourly,$0.181 hourly
M5N Extra Large,m5n.xlarge,16 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.282 hourly,$0.178 hourly,$0.0934 hourly,$0.466 hourly,$0.362 hourly
M5N Double Extra Large,m5n.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.564 hourly,$0.355 hourly,$0.1994 hourly,$0.932 hourly,$0.723 hourly
M5N Quadruple Extra Large,m5n.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 25 Gigabit,$1.128 hourly,$0.711 hourly,$0.4929 hourly,$1.864 hourly,$1.447 hourly
M5N Eight Extra Large,m5n.8xlarge,128 GiB,32 vCPUs,EBS only,25 Gigabit,$2.256 hourly,$1.421 hourly,$0.8807 hourly,$3.728 hourly,$2.893 hourly
M5N 12xlarge Extra Large,m5n.12xlarge,192 GiB,48 vCPUs,EBS only,50 Gigabit,$3.384 hourly,$2.132 hourly,$1.2738 hourly,$5.592 hourly,$4.34 hourly
M5N 16xlarge Extra Large,m5n.16xlarge,256 GiB,64 vCPUs,EBS only,75 Gigabit,$4.512 hourly,$2.843 hourly,$1.4182 hourly,$7.456 hourly,$5.787 hourly
M5N 24xlarge,m5n.24xlarge,384 GiB,96 vCPUs,EBS only,100 Gigabit,$6.768 hourly,$4.264 hourly,$1.4211 hourly,$11.184 hourly,$8.68 hourly
M5N Metal,m5n.metal,384 GiB,96 vCPUs,EBS only,100 Gigabit,$6.768 hourly,$4.264 hourly,unavailable,$11.184 hourly,$8.68 hourly
M5ZN Large,m5zn.large,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.1979 hourly,$0.1241 hourly,$0.0859 hourly,$0.2899 hourly,$0.2161 hourly
M5ZN Extra Large,m5zn.xlarge,16 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.3957 hourly,$0.2482 hourly,$0.1666 hourly,$0.5797 hourly,$0.4322 hourly
M5ZN Double Extra Large,m5zn.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.7914 hourly,$0.4965 hourly,$0.3711 hourly,$1.1594 hourly,$0.8645 hourly
M5ZN 3xlarge,m5zn.3xlarge,48 GiB,12 vCPUs,EBS only,Up to 25 Gigabit,$1.1872 hourly,$0.7447 hourly,$0.5102 hourly,$1.7392 hourly,$1.2967 hourly
M5ZN 6xlarge,m5zn.6xlarge,96 GiB,24 vCPUs,EBS only,50 Gigabit,$2.3743 hourly,$1.4895 hourly,$1.0726 hourly,$3.4783 hourly,$2.5935 hourly
M5ZN 12xlarge Extra Large,m5zn.12xlarge,192 GiB,48 vCPUs,EBS only,100 Gigabit,$4.7486 hourly,$2.979 hourly,$1.6164 hourly,$6.9566 hourly,$5.187 hourly
M5ZN Metal,m5zn.metal,192 GiB,48 vCPUs,EBS only,100 Gigabit,$4.7486 hourly,$2.979 hourly,$0.9918 hourly,$6.9566 hourly,$5.187 hourly
M6A Large,m6a.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1035 hourly,$0.0685 hourly,$0.0428 hourly,$0.1955 hourly,$0.1605 hourly
M6A Extra Large,m6a.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.207 hourly,$0.1369 hourly,$0.0914 hourly,$0.391 hourly,$0.1369 hourly
M6A Double Extra Large,m6a.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.414 hourly,$0.2739 hourly,$0.1787 hourly,$0.782 hourly,$0.2739 hourly
M6A Quadruple Extra Large,m6a.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.828 hourly,$0.5477 hourly,$0.3672 hourly,$1.564 hourly,$0.5477 hourly
M6A Eight Extra Large,m6a.8xlarge,128 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.656 hourly,$1.0954 hourly,$0.5732 hourly,$3.128 hourly,$2.5674 hourly
M6A 12xlarge Extra Large,m6a.12xlarge,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.484 hourly,$1.6432 hourly,$1.2167 hourly,$4.692 hourly,$1.6432 hourly
M6A 16xlarge Extra Large,m6a.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$3.312 hourly,$2.1909 hourly,$1.1162 hourly,$6.256 hourly,$2.1909 hourly
M6A 24xlarge,m6a.24xlarge,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$4.968 hourly,$3.2863 hourly,$1.4912 hourly,$9.384 hourly,$3.2863 hourly
M6A 32xlarge,m6a.32xlarge,512 GiB,128 vCPUs,EBS only,50 Gigabit,$6.624 hourly,$4.3818 hourly,$1.5788 hourly,$12.512 hourly,$10.2698 hourly
M6A 48xlarge,m6a.48xlarge,768 GiB,192 vCPUs,EBS only,50 Gigabit,$9.936 hourly,$6.5727 hourly,$2.3505 hourly,$18.768 hourly,$6.5727 hourly
M6A Metal,m6a.metal,768 GiB,192 vCPUs,EBS only,50 Gigabit,$9.936 hourly,$6.5727 hourly,$2.6246 hourly,$18.768 hourly,$15.4047 hourly
M6G Medium,m6g.medium,4 GiB,1 vCPUs,EBS only,Up to 10 Gigabit,$0.046 hourly,$0.0289 hourly,$0.0159 hourly,unavailable,unavailable
M6G Large,m6g.large,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.092 hourly,$0.0577 hourly,$0.0365 hourly,unavailable,unavailable
M6G Extra Large,m6g.xlarge,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.184 hourly,$0.1155 hourly,$0.0489 hourly,unavailable,unavailable
M6G Double Extra Large,m6g.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.368 hourly,$0.231 hourly,$0.165 hourly,unavailable,unavailable
M6G Quadruple Extra Large,m6g.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.736 hourly,$0.462 hourly,$0.2785 hourly,unavailable,unavailable
M6G Eight Extra Large,m6g.8xlarge,128 GiB,32 vCPUs,EBS only,12 Gigabit,$1.472 hourly,$0.924 hourly,$0.4818 hourly,unavailable,unavailable
M6G 12xlarge Extra Large,m6g.12xlarge,192 GiB,48 vCPUs,EBS only,20 Gigabit,$2.208 hourly,$1.3859 hourly,$0.6286 hourly,unavailable,unavailable
M6G 16xlarge Extra Large,m6g.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$2.944 hourly,$1.8479 hourly,$0.7995 hourly,unavailable,unavailable
M6G Metal,m6g.metal,256 GiB,64 vCPUs,EBS only,25 Gigabit,$2.944 hourly,$1.8479 hourly,$0.5191 hourly,unavailable,unavailable
M6GD Medium,m6gd.medium,4 GiB,1 vCPUs,59 GB NVMe SSD,Up to 10 Gigabit,$0.0545 hourly,$0.0341 hourly,$0.0163 hourly,unavailable,unavailable
M6GD Large,m6gd.large,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,$0.109 hourly,$0.0682 hourly,$0.035 hourly,unavailable,unavailable
M6GD Extra Large,m6gd.xlarge,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,$0.218 hourly,$0.1365 hourly,$0.0863 hourly,unavailable,unavailable
M6GD Double Extra Large,m6gd.2xlarge,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 10 Gigabit,$0.436 hourly,$0.273 hourly,$0.1726 hourly,unavailable,unavailable
M6GD Quadruple Extra Large,m6gd.4xlarge,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$0.872 hourly,$0.546 hourly,$0.3176 hourly,unavailable,unavailable
M6GD Eight Extra Large,m6gd.8xlarge,128 GiB,32 vCPUs,1900 GB NVMe SSD,12 Gigabit,$1.744 hourly,$1.0919 hourly,$0.511 hourly,unavailable,unavailable
M6GD 12xlarge Extra Large,m6gd.12xlarge,192 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$2.616 hourly,$1.6379 hourly,$0.725 hourly,unavailable,unavailable
M6GD 16xlarge Extra Large,m6gd.16xlarge,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$3.488 hourly,$2.1839 hourly,$1.0866 hourly,unavailable,unavailable
M6GD Metal,m6gd.metal,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$3.488 hourly,$2.1839 hourly,$0.6479 hourly,unavailable,unavailable
M6I Large,m6i.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.115 hourly,$0.0761 hourly,$0.0455 hourly,$0.207 hourly,$0.0761 hourly
M6I Extra Large,m6i.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.23 hourly,$0.1522 hourly,$0.0913 hourly,$0.414 hourly,$0.3362 hourly
M6I Double Extra Large,m6i.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.46 hourly,$0.3043 hourly,$0.1829 hourly,$0.828 hourly,$0.3043 hourly
M6I Quadruple Extra Large,m6i.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.92 hourly,$0.6086 hourly,$0.3857 hourly,$1.656 hourly,$0.6086 hourly
M6I Eight Extra Large,m6i.8xlarge,128 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.84 hourly,$1.2172 hourly,$0.7033 hourly,$3.312 hourly,$2.6892 hourly
M6I 12xlarge Extra Large,m6i.12xlarge,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.76 hourly,$1.8257 hourly,$1.0746 hourly,$4.968 hourly,$1.8257 hourly
M6I 16xlarge Extra Large,m6i.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$3.68 hourly,$2.4343 hourly,$1.4778 hourly,$6.624 hourly,$2.4343 hourly
M6I 24xlarge,m6i.24xlarge,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.52 hourly,$3.6515 hourly,$1.5343 hourly,$9.936 hourly,$8.0675 hourly
M6I 32xlarge,m6i.32xlarge,512 GiB,128 vCPUs,EBS only,50 Gigabit,$7.36 hourly,$4.8686 hourly,$1.6934 hourly,$13.248 hourly,$10.7566 hourly
M6I Metal,m6i.metal,512 GiB,128 vCPUs,EBS only,50 Gigabit,$7.36 hourly,$4.8686 hourly,$1.5367 hourly,$13.248 hourly,$4.8686 hourly
M6ID Large,m6id.large,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1428 hourly,$0.09 hourly,$0.0515 hourly,$0.2348 hourly,$0.09 hourly
M6ID Extra Large,m6id.xlarge,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2856 hourly,$0.1799 hourly,$0.1163 hourly,$0.4696 hourly,$0.1799 hourly
M6ID Double Extra Large,m6id.2xlarge,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,$0.5712 hourly,$0.3599 hourly,$0.2095 hourly,$0.9392 hourly,$0.3599 hourly
M6ID Quadruple Extra Large,m6id.4xlarge,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 12.5 Gigabit,$1.1424 hourly,$0.7197 hourly,$0.3817 hourly,$1.8784 hourly,$0.7197 hourly
M6ID Eight Extra Large,m6id.8xlarge,128 GiB,32 vCPUs,1900 GB NVMe SSD,12.5 Gigabit,$2.2848 hourly,$1.4394 hourly,$0.7903 hourly,$3.7568 hourly,$1.4394 hourly
M6ID 12xlarge Extra Large,m6id.12xlarge,192 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),18.75 Gigabit,$3.4272 hourly,$2.1591 hourly,$1.2676 hourly,$5.6352 hourly,$4.3671 hourly
M6ID 16xlarge Extra Large,m6id.16xlarge,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$4.5696 hourly,$2.8789 hourly,$1.5483 hourly,$7.5136 hourly,$5.8229 hourly
M6ID 24xlarge,m6id.24xlarge,384 GiB,96 vCPUs,5700 GB (4×1425 GB NVMe SSD),37.5 Gigabit,$6.8544 hourly,$4.3183 hourly,$1.9024 hourly,$11.2704 hourly,$4.3183 hourly
M6ID 32xlarge,m6id.32xlarge,512 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,$9.1392 hourly,$5.7577 hourly,$2.3822 hourly,$15.0272 hourly,$11.6457 hourly
M6ID Metal,m6id.metal,512 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,$9.1392 hourly,$5.7577 hourly,$1.8695 hourly,$15.0272 hourly,$11.6457 hourly
M6IDN Large,m6idn.large,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,$0.1895 hourly,$0.1194 hourly,$0.0692 hourly,$0.2815 hourly,$0.2114 hourly
M6IDN Extra Large,m6idn.xlarge,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 30 Gigabit,$0.3791 hourly,$0.2388 hourly,$0.1494 hourly,$0.5631 hourly,$0.4228 hourly
M6IDN Double Extra Large,m6idn.2xlarge,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 40 Gigabit,$0.7582 hourly,$0.4776 hourly,$0.3058 hourly,$1.1262 hourly,$0.8456 hourly
M6IDN Quadruple Extra Large,m6idn.4xlarge,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 50 Gigabit,$1.5163 hourly,$0.9553 hourly,$0.7958 hourly,$2.2523 hourly,$0.9553 hourly
M6IDN Eight Extra Large,m6idn.8xlarge,128 GiB,32 vCPUs,1900 GB NVMe SSD,50 Gigabit,$3.0326 hourly,$1.9106 hourly,$0.8406 hourly,$4.5046 hourly,$3.3826 hourly
M6IDN 12xlarge Extra Large,m6idn.12xlarge,192 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,$4.549 hourly,$2.8658 hourly,$1.4898 hourly,$6.757 hourly,$5.0738 hourly
M6IDN 16xlarge Extra Large,m6idn.16xlarge,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,$6.0653 hourly,$3.8211 hourly,$1.7668 hourly,$9.0093 hourly,$6.7651 hourly
M6IDN 24xlarge,m6idn.24xlarge,384 GiB,96 vCPUs,5700 GB (4×1425 GB NVMe SSD),150 Gigabit,$9.0979 hourly,$5.7317 hourly,$2.8261 hourly,$13.5139 hourly,$10.1477 hourly
M6IDN 32xlarge,m6idn.32xlarge,512 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),200 Gigabit,$12.1306 hourly,$7.6423 hourly,$3.3282 hourly,$18.0186 hourly,$7.6423 hourly
M6IDN Metal,m6idn.metal,512 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),200 Gigabit,$12.1306 hourly,$7.6423 hourly,$2.7012 hourly,$18.0186 hourly,$13.5303 hourly
M6IN Large,m6in.large,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.165 hourly,$0.1039 hourly,$0.0746 hourly,$0.257 hourly,$0.1039 hourly
M6IN Extra Large,m6in.xlarge,16 GiB,4 vCPUs,EBS only,Up to 30 Gigabit,$0.3299 hourly,$0.2079 hourly,$0.1237 hourly,$0.5139 hourly,$0.2079 hourly
M6IN Double Extra Large,m6in.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 40 Gigabit,$0.6599 hourly,$0.4157 hourly,$0.2432 hourly,$1.0279 hourly,$0.7837 hourly
M6IN Quadruple Extra Large,m6in.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 50 Gigabit,$1.3198 hourly,$0.8315 hourly,$0.5766 hourly,$2.0558 hourly,$0.8315 hourly
M6IN Eight Extra Large,m6in.8xlarge,128 GiB,32 vCPUs,EBS only,50 Gigabit,$2.6395 hourly,$1.6629 hourly,$0.8724 hourly,$4.1115 hourly,$3.1349 hourly
M6IN 12xlarge Extra Large,m6in.12xlarge,192 GiB,48 vCPUs,EBS only,75 Gigabit,$3.9593 hourly,$2.4944 hourly,$1.4249 hourly,$6.1673 hourly,$2.4944 hourly
M6IN 16xlarge Extra Large,m6in.16xlarge,256 GiB,64 vCPUs,EBS only,100 Gigabit,$5.279 hourly,$3.3258 hourly,$1.6106 hourly,$8.223 hourly,$6.2698 hourly
M6IN 24xlarge,m6in.24xlarge,384 GiB,96 vCPUs,EBS only,150 Gigabit,$7.9186 hourly,$4.9887 hourly,$2.7895 hourly,$12.3346 hourly,$4.9887 hourly
M6IN 32xlarge,m6in.32xlarge,512 GiB,128 vCPUs,EBS only,200 Gigabit,$10.5581 hourly,$6.6516 hourly,$3.4746 hourly,$16.4461 hourly,$6.6516 hourly
M6IN Metal,m6in.metal,512 GiB,128 vCPUs,EBS only,200 Gigabit,$10.5581 hourly,$6.6516 hourly,$2.06 hourly,$16.4461 hourly,$6.6516 hourly
M7A Medium,m7a.medium,4 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0694 hourly,$0.0459 hourly,$0.0268 hourly,$0.1154 hourly,$0.0919 hourly
M7A Large,m7a.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1389 hourly,$0.0919 hourly,$0.0515 hourly,$0.2309 hourly,$0.1839 hourly
M7A Extra Large,m7a.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2777 hourly,$0.1837 hourly,$0.095 hourly,$0.4617 hourly,$0.3677 hourly
M7A Double Extra Large,m7a.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.5554 hourly,$0.3674 hourly,$0.2189 hourly,$0.9234 hourly,$0.7354 hourly
M7A Quadruple Extra Large,m7a.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$1.1109 hourly,$0.7349 hourly,$0.4183 hourly,$1.8469 hourly,$1.4709 hourly
M7A Eight Extra Large,m7a.8xlarge,128 GiB,32 vCPUs,EBS only,12.5 Gigabit,$2.2218 hourly,$1.4697 hourly,$0.669 hourly,$3.6938 hourly,$2.9417 hourly
M7A 12xlarge Extra Large,m7a.12xlarge,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,$3.3326 hourly,$2.2045 hourly,$1.0072 hourly,$5.5406 hourly,$4.4125 hourly
M7A 16xlarge Extra Large,m7a.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$4.4435 hourly,$2.9394 hourly,$1.4555 hourly,$7.3875 hourly,$5.8834 hourly
M7A 24xlarge,m7a.24xlarge,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$6.6653 hourly,$4.4091 hourly,$2.6521 hourly,$11.0813 hourly,$8.8251 hourly
M7A 32xlarge,m7a.32xlarge,512 GiB,128 vCPUs,EBS only,50 Gigabit,$8.887 hourly,$5.8788 hourly,$2.5932 hourly,$14.775 hourly,$11.7668 hourly
M7A 48xlarge,m7a.48xlarge,768 GiB,192 vCPUs,EBS only,50 Gigabit,$13.3306 hourly,$8.8182 hourly,$3.1381 hourly,$22.1626 hourly,$17.6502 hourly
M7A Metal-48xl,m7a.metal-48xl,768 GiB,192 vCPUs,EBS only,50 Gigabit,$13.3306 hourly,$8.8182 hourly,$4.7646 hourly,$22.1626 hourly,$17.6502 hourly
M7G Medium,m7g.medium,4 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0489 hourly,$0.0323 hourly,$0.0197 hourly,unavailable,unavailable
M7G Large,m7g.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0978 hourly,$0.0647 hourly,$0.0407 hourly,unavailable,unavailable
M7G Extra Large,m7g.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1955 hourly,$0.1293 hourly,$0.0768 hourly,unavailable,unavailable
M7G Double Extra Large,m7g.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.391 hourly,$0.2587 hourly,$0.1785 hourly,unavailable,unavailable
M7G Quadruple Extra Large,m7g.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.7821 hourly,$0.5173 hourly,$0.2296 hourly,unavailable,unavailable
M7G Eight Extra Large,m7g.8xlarge,128 GiB,32 vCPUs,EBS only,15 Gigabit,$1.5642 hourly,$1.0347 hourly,$0.4704 hourly,unavailable,unavailable
M7G 12xlarge Extra Large,m7g.12xlarge,192 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.3462 hourly,$1.552 hourly,$0.671 hourly,unavailable,unavailable
M7G 16xlarge Extra Large,m7g.16xlarge,256 GiB,64 vCPUs,EBS only,30 Gigabit,$3.1283 hourly,$2.0694 hourly,$0.9629 hourly,unavailable,unavailable
M7G Metal,m7g.metal,256 GiB,64 vCPUs,EBS only,30 Gigabit,$3.1283 hourly,$2.0694 hourly,$0.6982 hourly,unavailable,unavailable
M7GD Medium,m7gd.medium,4 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0643 hourly,$0.0405 hourly,$0.0191 hourly,unavailable,unavailable
M7GD Large,m7gd.large,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1285 hourly,$0.081 hourly,$0.0381 hourly,unavailable,unavailable
M7GD Extra Large,m7gd.xlarge,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.257 hourly,$0.1619 hourly,$0.1022 hourly,unavailable,unavailable
M7GD Double Extra Large,m7gd.2xlarge,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.5141 hourly,$0.3239 hourly,$0.1776 hourly,unavailable,unavailable
M7GD Quadruple Extra Large,m7gd.4xlarge,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$1.0282 hourly,$0.6477 hourly,$0.5536 hourly,unavailable,unavailable
M7GD Eight Extra Large,m7gd.8xlarge,128 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$2.0563 hourly,$1.2955 hourly,$0.6459 hourly,unavailable,unavailable
M7GD 12xlarge Extra Large,m7gd.12xlarge,192 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$3.0845 hourly,$1.9432 hourly,$0.6222 hourly,unavailable,unavailable
