Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
C7GD Eight Extra Large,c7gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$1.7389 hourly,$1.0955 hourly,$0.6356 hourly,unavailable,unavailable
C7GD Extra Large,c7gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2174 hourly,$0.1369 hourly,$0.0683 hourly,unavailable,unavailable
C7GD Large,c7gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1087 hourly,$0.0685 hourly,$0.0293 hourly,unavailable,unavailable
C7GD Medium,c7gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0543 hourly,$0.0342 hourly,$0.0072 hourly,unavailable,unavailable
C7GD Metal,c7gd.metal,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$3.4778 hourly,$2.191 hourly,$0.3857 hourly,unavailable,unavailable
C7GD Quadruple Extra Large,c7gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$0.8694 hourly,$0.5477 hourly,$0.3159 hourly,unavailable,unavailable
C7GN 12xlarge Extra Large,c7gn.12xlarge,96 GiB,48 vCPUs,EBS only,150 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN 16xlarge Extra Large,c7gn.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Double Extra Large,c7gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Eight Extra Large,c7gn.8xlarge,64 GiB,32 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Extra Large,c7gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Large,c7gn.large,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Medium,c7gn.medium,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Metal,c7gn.metal,128 GiB,64 vCPUs,EBS only,200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7GN Quadruple Extra Large,c7gn.4xlarge,32 GiB,16 vCPUs,EBS only,50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C7I 12xlarge Extra Large,c7i.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.5452 hourly,$1.6802 hourly,$0.8848 hourly,$4.7532 hourly,$3.8882 hourly
C7I 16xlarge Extra Large,c7i.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$3.3936 hourly,$2.2403 hourly,$1.0061 hourly,$6.3376 hourly,$5.1843 hourly
C7I 24xlarge,c7i.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.0904 hourly,$3.3604 hourly,$1.6989 hourly,$9.5064 hourly,$7.7764 hourly
C7I 48xlarge,c7i.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$10.1808 hourly,$6.7208 hourly,$2.1656 hourly,$19.0128 hourly,$15.5528 hourly
C7I Double Extra Large,c7i.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.4242 hourly,$0.28 hourly,$0.1728 hourly,$0.7922 hourly,$0.648 hourly
C7I Eight Extra Large,c7i.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.6968 hourly,$1.1201 hourly,$0.7751 hourly,$3.1688 hourly,$2.5921 hourly
C7I Extra Large,c7i.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2121 hourly,$0.14 hourly,$0.0649 hourly,$0.3961 hourly,$0.324 hourly
C7I Large,c7i.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1061 hourly,$0.07 hourly,$0.036 hourly,$0.1981 hourly,$0.162 hourly
C7I Metal-24xl,c7i.metal-24xl,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.0904 hourly,$3.3604 hourly,$1.0979 hourly,$9.5064 hourly,$7.7764 hourly
C7I Metal-48xl,c7i.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,$10.1808 hourly,$6.7208 hourly,$1.8166 hourly,$19.0128 hourly,$15.5528 hourly
C7I Quadruple Extra Large,c7i.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.8484 hourly,$0.5601 hourly,$0.2985 hourly,$1.5844 hourly,$1.2961 hourly
C7I-FLEX 12xlarge Extra Large,c7i-flex.12xlarge,96 GiB,48 vCPUs,EBS only,Up to 18.75 Gigabit,$2.4179 hourly,$1.5961 hourly,$0.9022 hourly,$4.6259 hourly,$3.8041 hourly
C7I-FLEX 16xlarge Extra Large,c7i-flex.16xlarge,128 GiB,64 vCPUs,EBS only,Up to 25 Gigabit,$3.2239 hourly,$2.1281 hourly,$0.985 hourly,$6.1679 hourly,$5.0721 hourly
C7I-FLEX Double Extra Large,c7i-flex.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.403 hourly,$0.266 hourly,$0.1593 hourly,$0.7526 hourly,$0.6156 hourly
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,64 GiB,32 vCPUs,EBS only,Up to 12.5 Gigabit,$1.612 hourly,$1.064 hourly,$0.7396 hourly,$3.0104 hourly,$2.4624 hourly
C7I-FLEX Extra Large,c7i-flex.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2015 hourly,$0.133 hourly,$0.0726 hourly,$0.3763 hourly,$0.3078 hourly
C7I-FLEX Large,c7i-flex.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1008 hourly,$0.0665 hourly,$0.0298 hourly,$0.1882 hourly,$0.1539 hourly
C7I-FLEX Quadruple Extra Large,c7i-flex.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.806 hourly,$0.532 hourly,$0.3062 hourly,$1.5052 hourly,$1.2312 hourly
C8G 12xlarge Extra Large,c8g.12xlarge,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G 16xlarge Extra Large,c8g.16xlarge,128 GiB,64 vCPUs,EBS only,30 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G 24xlarge,c8g.24xlarge,192 GiB,96 vCPUs,EBS only,40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G 48xlarge,c8g.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Double Extra Large,c8g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Eight Extra Large,c8g.8xlarge,64 GiB,32 vCPUs,EBS only,15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Extra Large,c8g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Large,c8g.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Medium,c8g.medium,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Metal-24xl,c8g.metal-24xl,192 GiB,96 vCPUs,EBS only,40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Metal-48xl,c8g.metal-48xl,384 GiB,192 vCPUs,EBS only,50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Quadruple Extra Large,c8g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD 12xlarge Extra Large,c8gd.12xlarge,96 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD 16xlarge Extra Large,c8gd.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD 24xlarge,c8gd.24xlarge,192 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD 48xlarge,c8gd.48xlarge,384 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD Double Extra Large,c8gd.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD Eight Extra Large,c8gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD Extra Large,c8gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD Large,c8gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD Medium,c8gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD Metal-24xl,c8gd.metal-24xl,192 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD Metal-48xl,c8gd.metal-48xl,384 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GD Quadruple Extra Large,c8gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN 12xlarge Extra Large,c8gn.12xlarge,96 GiB,48 vCPUs,EBS only,150 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN 16xlarge Extra Large,c8gn.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN 24xlarge,c8gn.24xlarge,192 GiB,96 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN 48xlarge,c8gn.48xlarge,384 GiB,192 vCPUs,EBS only,600 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Double Extra Large,c8gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Eight Extra Large,c8gn.8xlarge,64 GiB,32 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Extra Large,c8gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Large,c8gn.large,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Medium,c8gn.medium,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Metal-24xl,c8gn.metal-24xl,192 GiB,96 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Metal-48xl,c8gn.metal-48xl,384 GiB,192 vCPUs,EBS only,600 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C8GN Quadruple Extra Large,c8gn.4xlarge,32 GiB,16 vCPUs,EBS only,50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
Cluster Compute Eight Extra Large,cc2.8xlarge,60.5 GiB,32 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D2 Double Extra Large,d2.2xlarge,61 GiB,8 vCPUs,12288 GB (6×2048 GB HDD),High,$1.544 hourly,$0.843 hourly,$0.2849 hourly,$1.912 hourly,$1.211 hourly
D2 Eight Extra Large,d2.8xlarge,244 GiB,36 vCPUs,49152 GB (24×2048 GB HDD),10 Gigabit,$6.176 hourly,$3.37 hourly,$3.4311 hourly,$7.832 hourly,$5.026 hourly
D2 Extra Large,d2.xlarge,30.5 GiB,4 vCPUs,6144 GB (3×2048 GB HDD),Moderate,$0.772 hourly,$0.421 hourly,$0.1786 hourly,$0.956 hourly,$0.605 hourly
D2 Quadruple Extra Large,d2.4xlarge,122 GiB,16 vCPUs,24576 GB (12×2048 GB HDD),High,$3.088 hourly,$1.685 hourly,$0.7497 hourly,$3.824 hourly,$2.421 hourly
D3 Double Extra Large,d3.2xlarge,64 GiB,8 vCPUs,11880 GB (6×1980 GB NVMe HDD),Up to 15 Gigabit,$1.28 hourly,$0.806 hourly,$0.3071 hourly,$1.648 hourly,$1.174 hourly
D3 Eight Extra Large,d3.8xlarge,256 GiB,32 vCPUs,47520 GB (24×1980 GB NVMe HDD),25 Gigabit,$5.1182 hourly,$3.2245 hourly,$1.3237 hourly,$6.5902 hourly,$4.6965 hourly
D3 Extra Large,d3.xlarge,32 GiB,4 vCPUs,5940 GB (3×1980 GB NVMe HDD),Up to 15 Gigabit,$0.64 hourly,$0.403 hourly,$0.1326 hourly,$0.824 hourly,$0.587 hourly
D3 Quadruple Extra Large,d3.4xlarge,128 GiB,16 vCPUs,23760 GB (12×1980 GB NVMe HDD),Up to 15 Gigabit,$2.559 hourly,$1.612 hourly,$0.6784 hourly,$3.295 hourly,$2.348 hourly
D3EN 6xlarge,d3en.6xlarge,96 GiB,24 vCPUs,167760 GB (12×13980 GB NVMe HDD),40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN 12xlarge Extra Large,d3en.12xlarge,192 GiB,48 vCPUs,335520 GB (24×13980 GB NVMe HDD),75 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN Double Extra Large,d3en.2xlarge,32 GiB,8 vCPUs,55920 GB (4×13980 GB NVMe HDD),Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN Eight Extra Large,d3en.8xlarge,128 GiB,32 vCPUs,223680 GB (16×13980 GB NVMe HDD),50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN Extra Large,d3en.xlarge,16 GiB,4 vCPUs,27960 GB (2×13980 GB NVMe HDD),Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN Large,d3en.large,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
D3EN Quadruple Extra Large,d3en.4xlarge,64 GiB,16 vCPUs,111840 GB (8×13980 GB NVMe HDD),25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
DL1 24xlarge,dl1.24xlarge,768 GiB,96 vCPUs,4000 GB (4×1000 GB NVMe SSD),4x 100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
DL2Q 24xlarge,dl2q.24xlarge,768 GiB,96 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
F1 16xlarge Extra Large,f1.16xlarge,976 GiB,64 vCPUs,3760 GB (4×940 GB NVMe SSD),25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
F1 Double Extra Large,f1.2xlarge,122 GiB,8 vCPUs,470 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
F1 Quadruple Extra Large,f1.4xlarge,244 GiB,16 vCPUs,940 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
F2 6xlarge,f2.6xlarge,256 GiB,24 vCPUs,940 GB NVMe SSD,12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
F2 12xlarge Extra Large,f2.12xlarge,512 GiB,48 vCPUs,1880 GB (2×940 GB NVMe SSD),25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
F2 48xlarge,f2.48xlarge,2048 GiB,192 vCPUs,7520 GB (8×940 GB NVMe SSD),100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G2 Double Extra Large,g2.2xlarge,15 GiB,8 vCPUs,EBS only,Moderate,unavailable,unavailable,unavailable,unavailable,unavailable
G2 Eight Extra Large,g2.8xlarge,60 GiB,32 vCPUs,EBS only,High,unavailable,unavailable,unavailable,unavailable,unavailable
G3 Graphics GPU 16xlarge Extra Large,g3.16xlarge,488 GiB,64 vCPUs,EBS only,20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G3 Graphics GPU Eight Extra Large,g3.8xlarge,244 GiB,32 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G3 Graphics GPU Quadruple Extra Large,g3.4xlarge,122 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G3S Extra Large,g3s.xlarge,30.5 GiB,4 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G4AD 16xlarge Extra Large,g4ad.16xlarge,256 GiB,64 vCPUs,2400 GB (2×1200 GB NVMe SSD),25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G4AD Double Extra Large,g4ad.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G4AD Eight Extra Large,g4ad.8xlarge,128 GiB,32 vCPUs,1200 GB NVMe SSD,15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G4AD Extra Large,g4ad.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G4AD Quadruple Extra Large,g4ad.4xlarge,64 GiB,16 vCPUs,600 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G4DN 12xlarge Extra Large,g4dn.12xlarge,192 GiB,48 vCPUs,900 GB NVMe SSD,50 Gigabit,$4.574 hourly,$2.882 hourly,$0.7749 hourly,$6.782 hourly,$5.09 hourly
G4DN 16xlarge Extra Large,g4dn.16xlarge,256 GiB,64 vCPUs,900 GB NVMe SSD,50 Gigabit,$5.088 hourly,$3.206 hourly,$0.9494 hourly,$8.032 hourly,$6.15 hourly
G4DN Double Extra Large,g4dn.2xlarge,32 GiB,8 vCPUs,225 GB NVMe SSD,Up to 25 Gigabit,$0.879 hourly,$0.554 hourly,$0.1806 hourly,$1.247 hourly,$0.922 hourly
G4DN Eight Extra Large,g4dn.8xlarge,128 GiB,32 vCPUs,900 GB NVMe SSD,50 Gigabit,$2.544 hourly,$1.603 hourly,$0.4304 hourly,$4.016 hourly,$3.075 hourly
G4DN Extra Large,g4dn.xlarge,16 GiB,4 vCPUs,125 GB NVMe SSD,Up to 25 Gigabit,$0.615 hourly,$0.387 hourly,$0.1571 hourly,$0.799 hourly,$0.571 hourly
G4DN Metal,g4dn.metal,384 GiB,96 vCPUs,1800 GB (2×900 GB NVMe SSD),100 Gigabit,$9.148 hourly,$5.763 hourly,$2.6493 hourly,$13.564 hourly,$10.179 hourly
G4DN Quadruple Extra Large,g4dn.4xlarge,64 GiB,16 vCPUs,225 GB NVMe SSD,Up to 25 Gigabit,$1.408 hourly,$0.887 hourly,$0.3378 hourly,$2.144 hourly,$1.623 hourly
G5 Graphics and Machine Learning GPU 12xlarge Extra Large,g5.12xlarge,192 GiB,48 vCPUs,3800 GB NVMe SSD,40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU 16xlarge Extra Large,g5.16xlarge,256 GiB,64 vCPUs,1900 GB NVMe SSD,25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU 24xlarge,g5.24xlarge,384 GiB,96 vCPUs,3800 GB NVMe SSD,50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU 48xlarge,g5.48xlarge,768 GiB,192 vCPUs,7600 GB (2×3800 GB NVMe SSD),100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU Double Extra Large,g5.2xlarge,32 GiB,8 vCPUs,450 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU Eight Extra Large,g5.8xlarge,128 GiB,32 vCPUs,900 GB NVMe SSD,25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU Extra Large,g5.xlarge,16 GiB,4 vCPUs,250 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU Quadruple Extra Large,g5.4xlarge,64 GiB,16 vCPUs,600 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5G 16xlarge Extra Large,g5g.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5G Double Extra Large,g5g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5G Eight Extra Large,g5g.8xlarge,64 GiB,32 vCPUs,EBS only,12 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5G Extra Large,g5g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5G Metal,g5g.metal,128 GiB,64 vCPUs,EBS only,25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G5G Quadruple Extra Large,g5g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6 Graphics and Machine Learning GPU 12xlarge Extra Large,g6.12xlarge,192 GiB,48 vCPUs,3760 GB (4×940 GB NVMe SSD),40 Gigabit,$5.8412 hourly,$3.8026 hourly,$1.4674 hourly,$8.0492 hourly,$6.0106 hourly
G6 Graphics and Machine Learning GPU 16xlarge Extra Large,g6.16xlarge,256 GiB,64 vCPUs,1880 GB (2×940 GB NVMe SSD),25 Gigabit,$4.3118 hourly,$2.807 hourly,$1.0474 hourly,$7.2558 hourly,$5.751 hourly
G6 Graphics and Machine Learning GPU 24xlarge,g6.24xlarge,384 GiB,96 vCPUs,3760 GB (4×940 GB NVMe SSD),50 Gigabit,$8.4734 hourly,$5.5162 hourly,$1.7146 hourly,$12.8894 hourly,$9.9322 hourly
G6 Graphics and Machine Learning GPU 48xlarge,g6.48xlarge,768 GiB,192 vCPUs,7520 GB (8×940 GB NVMe SSD),100 Gigabit,$16.9468 hourly,$11.0324 hourly,$3.5755 hourly,$25.7788 hourly,$19.8644 hourly
G6 Graphics and Machine Learning GPU Double Extra Large,g6.2xlarge,32 GiB,8 vCPUs,450 GB NVMe SSD,Up to 10 Gigabit,$1.241 hourly,$0.8079 hourly,$0.3858 hourly,$1.609 hourly,$1.1759 hourly
G6 Graphics and Machine Learning GPU Eight Extra Large,g6.8xlarge,128 GiB,32 vCPUs,900 GB (2×450 GB NVMe SSD),25 Gigabit,$2.5571 hourly,$1.6646 hourly,$0.425 hourly,$4.0291 hourly,$3.1366 hourly
G6 Graphics and Machine Learning GPU Extra Large,g6.xlarge,16 GiB,4 vCPUs,250 GB NVMe SSD,Up to 10 Gigabit,$1.0216 hourly,$0.6651 hourly,$0.2984 hourly,$1.2056 hourly,$0.8491 hourly
G6 Graphics and Machine Learning GPU Quadruple Extra Large,g6.4xlarge,64 GiB,16 vCPUs,600 GB NVMe SSD,Up to 25 Gigabit,$1.6797 hourly,$1.0935 hourly,$0.3264 hourly,$2.4157 hourly,$1.8295 hourly
G6e Graphics and Machine Learning GPU 12xlarge Extra Large,g6e.12xlarge,384 GiB,48 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6e Graphics and Machine Learning GPU 16xlarge Extra Large,g6e.16xlarge,512 GiB,64 vCPUs,1900 GB (2×950 GB NVMe SSD),35 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6e Graphics and Machine Learning GPU 24xlarge,g6e.24xlarge,768 GiB,96 vCPUs,3800 GB (2×1900 GB NVMe SSD),200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6e Graphics and Machine Learning GPU 48xlarge,g6e.48xlarge,1536 GiB,192 vCPUs,7600 GB (4×1900 GB NVMe SSD),400 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6e Graphics and Machine Learning GPU Double Extra Large,g6e.2xlarge,64 GiB,8 vCPUs,450 GB NVMe SSD,Up to 20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6e Graphics and Machine Learning GPU Eight Extra Large,g6e.8xlarge,256 GiB,32 vCPUs,900 GB (2×450 GB NVMe SSD),25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6e Graphics and Machine Learning GPU Extra Large,g6e.xlarge,32 GiB,4 vCPUs,250 GB NVMe SSD,Up to 20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6e Graphics and Machine Learning GPU Quadruple Extra Large,g6e.4xlarge,128 GiB,16 vCPUs,600 GB NVMe SSD,20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6F Double Extra Large,g6f.2xlarge,32 GiB,8 vCPUs,200 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6F Extra Large,g6f.xlarge,16 GiB,4 vCPUs,100 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6F Large,g6f.large,8 GiB,2 vCPUs,100 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
G6F Quadruple Extra Large,g6f.4xlarge,64 GiB,16 vCPUs,450 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
Gr6 Graphics and Machine Learning GPU High RAM ratio Eight Extra Large,gr6.8xlarge,256 GiB,32 vCPUs,900 GB (2×450 GB NVMe SSD),25 Gigabit,$3.1054 hourly,$2.0216 hourly,$0.6519 hourly,$4.5774 hourly,$3.4936 hourly
Gr6 Graphics and Machine Learning GPU High RAM ratio Quadruple Extra Large,gr6.4xlarge,128 GiB,16 vCPUs,600 GB NVMe SSD,Up to 25 Gigabit,$1.9538 hourly,$1.2719 hourly,$0.3778 hourly,$2.6898 hourly,$2.0079 hourly
GR6F Quadruple Extra Large,gr6f.4xlarge,128 GiB,16 vCPUs,450 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
H1 16xlarge Extra Large,h1.16xlarge,256 GiB,64 vCPUs,16000 GB (8×2000 GB HDD),25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
H1 Double Extra Large,h1.2xlarge,32 GiB,8 vCPUs,2000 GB HDD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
H1 Eight Extra Large,h1.8xlarge,128 GiB,32 vCPUs,8000 GB (4×2000 GB HDD),10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
