Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
M2 High Memory Double Extra Large,m2.2xlarge,34.2 GiB,4 vCPUs,850 GB HDD,Moderate,$0.1438 hourly / vCPU,$0.0755 hourly / vCPU,$0.0341 hourly / vCPU,$0.1763 hourly / vCPU,$0.156 hourly / vCPU
M2 High Memory Quadruple Extra Large,m2.4xlarge,68.4 GiB,8 vCPUs,1680 GB (2×840 GB HDD),High,$0.1438 hourly / vCPU,$0.0755 hourly / vCPU,$0.0359 hourly / vCPU,$0.1763 hourly / vCPU,$0.156 hourly / vCPU
M3 General Purpose Medium,m3.medium,3.75 GiB,1 vCPUs,4 GB SSD,Moderate,$0.096 hourly / vCPU,$0.064 hourly / vCPU,$0.037 hourly / vCPU,$0.146 hourly / vCPU,$0.114 hourly / vCPU
M3 General Purpose Large,m3.large,7.5 GiB,2 vCPUs,32 GB SSD,Moderate,$0.0965 hourly / vCPU,$0.0635 hourly / vCPU,$0.0287 hourly / vCPU,$0.146 hourly / vCPU,$0.114 hourly / vCPU
M3 General Purpose Extra Large,m3.xlarge,15 GiB,4 vCPUs,80 GB (2×40 GB SSD),High,$0.0963 hourly / vCPU,$0.0638 hourly / vCPU,$0.0252 hourly / vCPU,$0.1458 hourly / vCPU,$0.1143 hourly / vCPU
M3 General Purpose Double Extra Large,m3.2xlarge,30 GiB,8 vCPUs,160 GB (2×80 GB SSD),High,$0.0963 hourly / vCPU,$0.0636 hourly / vCPU,$0.0346 hourly / vCPU,$0.1458 hourly / vCPU,$0.1138 hourly / vCPU
M4 General Purpose Large,m4.large,8 GiB,2 vCPUs,EBS only,Moderate,$0.0645 hourly / vCPU,$0.0436 hourly / vCPU,$0.0232 hourly / vCPU,$0.1105 hourly / vCPU,$0.0896 hourly / vCPU
M4 General Purpose Extra Large,m4.xlarge,16 GiB,4 vCPUs,EBS only,High,$0.0645 hourly / vCPU,$0.0436 hourly / vCPU,$0.0227 hourly / vCPU,$0.1105 hourly / vCPU,$0.0896 hourly / vCPU
M4 General Purpose Double Extra Large,m4.2xlarge,32 GiB,8 vCPUs,EBS only,High,$0.0645 hourly / vCPU,$0.0436 hourly / vCPU,$0.0245 hourly / vCPU,$0.1105 hourly / vCPU,$0.0896 hourly / vCPU
M4 General Purpose Quadruple Extra Large,m4.4xlarge,64 GiB,16 vCPUs,EBS only,High,$0.0645 hourly / vCPU,$0.0436 hourly / vCPU,$0.0294 hourly / vCPU,$0.1105 hourly / vCPU,$0.0896 hourly / vCPU
M4 General Purpose Deca Extra Large,m4.10xlarge,160 GiB,40 vCPUs,EBS only,10 Gigabit,$0.0645 hourly / vCPU,$0.0436 hourly / vCPU,$0.0169 hourly / vCPU,$0.1105 hourly / vCPU,$0.0896 hourly / vCPU
M4 General Purpose 16xlarge Extra Large,m4.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0645 hourly / vCPU,$0.0436 hourly / vCPU,$0.0159 hourly / vCPU,$0.1105 hourly / vCPU,$0.0896 hourly / vCPU
M5 General Purpose Large,m5.large,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.062 hourly / vCPU,$0.039 hourly / vCPU,$0.0184 hourly / vCPU,$0.108 hourly / vCPU,$0.085 hourly / vCPU
M5 General Purpose Extra Large,m5.xlarge,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.062 hourly / vCPU,$0.039 hourly / vCPU,$0.018 hourly / vCPU,$0.108 hourly / vCPU,$0.085 hourly / vCPU
M5 General Purpose Double Extra Large,m5.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.062 hourly / vCPU,$0.039 hourly / vCPU,$0.0209 hourly / vCPU,$0.108 hourly / vCPU,$0.085 hourly / vCPU
M5 General Purpose Quadruple Extra Large,m5.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.062 hourly / vCPU,$0.0391 hourly / vCPU,$0.0242 hourly / vCPU,$0.108 hourly / vCPU,$0.0851 hourly / vCPU
M5 General Purpose Eight Extra Large,m5.8xlarge,128 GiB,32 vCPUs,EBS only,10 Gigabit,$0.062 hourly / vCPU,$0.0391 hourly / vCPU,$0.0147 hourly / vCPU,$0.108 hourly / vCPU,$0.0851 hourly / vCPU
M5 General Purpose 12xlarge Extra Large,m5.12xlarge,192 GiB,48 vCPUs,EBS only,12 Gigabit,$0.062 hourly / vCPU,$0.0391 hourly / vCPU,$0.0155 hourly / vCPU,$0.108 hourly / vCPU,$0.0851 hourly / vCPU
M5 General Purpose 16xlarge Extra Large,m5.16xlarge,256 GiB,64 vCPUs,EBS only,20 Gigabit,$0.062 hourly / vCPU,$0.0391 hourly / vCPU,$0.0177 hourly / vCPU,$0.108 hourly / vCPU,$0.0851 hourly / vCPU
M5 General Purpose 24xlarge,m5.24xlarge,384 GiB,96 vCPUs,EBS only,25 Gigabit,$0.062 hourly / vCPU,$0.0391 hourly / vCPU,$0.016 hourly / vCPU,$0.108 hourly / vCPU,$0.0851 hourly / vCPU
M5 General Purpose Metal,m5.metal,384 GiB,96 vCPUs,EBS only,25 Gigabit,$0.062 hourly / vCPU,$0.0391 hourly / vCPU,$0.0154 hourly / vCPU,$0.108 hourly / vCPU,$0.0851 hourly / vCPU
M5A Large,m5a.large,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.056 hourly / vCPU,$0.0355 hourly / vCPU,$0.0201 hourly / vCPU,$0.102 hourly / vCPU,$0.0815 hourly / vCPU
M5A Extra Large,m5a.xlarge,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.056 hourly / vCPU,$0.0353 hourly / vCPU,$0.0236 hourly / vCPU,$0.102 hourly / vCPU,$0.0813 hourly / vCPU
M5A Double Extra Large,m5a.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.056 hourly / vCPU,$0.0353 hourly / vCPU,$0.0248 hourly / vCPU,$0.102 hourly / vCPU,$0.0813 hourly / vCPU
M5A Quadruple Extra Large,m5a.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.056 hourly / vCPU,$0.0353 hourly / vCPU,$0.0203 hourly / vCPU,$0.102 hourly / vCPU,$0.0813 hourly / vCPU
M5A Eight Extra Large,m5a.8xlarge,128 GiB,32 vCPUs,EBS only,Up to 10 Gigabit,$0.056 hourly / vCPU,$0.0353 hourly / vCPU,$0.0237 hourly / vCPU,$0.102 hourly / vCPU,$0.0813 hourly / vCPU
M5A 12xlarge Extra Large,m5a.12xlarge,192 GiB,48 vCPUs,EBS only,10 Gigabit,$0.056 hourly / vCPU,$0.0353 hourly / vCPU,$0.0168 hourly / vCPU,$0.102 hourly / vCPU,$0.0813 hourly / vCPU
M5A 16xlarge Extra Large,m5a.16xlarge,256 GiB,64 vCPUs,EBS only,12 Gigabit,$0.056 hourly / vCPU,$0.0353 hourly / vCPU,$0.017 hourly / vCPU,$0.102 hourly / vCPU,$0.0813 hourly / vCPU
M5A 24xlarge,m5a.24xlarge,384 GiB,96 vCPUs,EBS only,20 Gigabit,$0.056 hourly / vCPU,$0.0353 hourly / vCPU,$0.0133 hourly / vCPU,$0.102 hourly / vCPU,$0.0813 hourly / vCPU
M5AD Large,m5ad.large,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.067 hourly / vCPU,$0.042 hourly / vCPU,$0.0262 hourly / vCPU,$0.113 hourly / vCPU,$0.088 hourly / vCPU
M5AD Extra Large,m5ad.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.067 hourly / vCPU,$0.0423 hourly / vCPU,$0.0314 hourly / vCPU,$0.113 hourly / vCPU,$0.0883 hourly / vCPU
M5AD Double Extra Large,m5ad.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.067 hourly / vCPU,$0.0423 hourly / vCPU,$0.0306 hourly / vCPU,$0.113 hourly / vCPU,$0.0883 hourly / vCPU
M5AD Quadruple Extra Large,m5ad.4xlarge,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$0.067 hourly / vCPU,$0.0422 hourly / vCPU,$0.0264 hourly / vCPU,$0.113 hourly / vCPU,$0.0882 hourly / vCPU
M5AD Eight Extra Large,m5ad.8xlarge,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,$0.067 hourly / vCPU,$0.0422 hourly / vCPU,$0.0248 hourly / vCPU,$0.113 hourly / vCPU,$0.0882 hourly / vCPU
M5AD 12xlarge Extra Large,m5ad.12xlarge,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$0.067 hourly / vCPU,$0.0422 hourly / vCPU,$0.0208 hourly / vCPU,$0.113 hourly / vCPU,$0.0882 hourly / vCPU
M5AD 16xlarge Extra Large,m5ad.16xlarge,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$0.067 hourly / vCPU,$0.0422 hourly / vCPU,$0.0168 hourly / vCPU,$0.113 hourly / vCPU,$0.0882 hourly / vCPU
M5AD 24xlarge,m5ad.24xlarge,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$0.067 hourly / vCPU,$0.0422 hourly / vCPU,$0.0156 hourly / vCPU,$0.113 hourly / vCPU,$0.0882 hourly / vCPU
M5 General Purpose Large,m5d.large,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.0272 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5 General Purpose Extra Large,m5d.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.0263 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5 General Purpose Double Extra Large,m5d.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.0286 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5 General Purpose Quadruple Extra Large,m5d.4xlarge,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.0246 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5 General Purpose Eight Extra Large,m5d.8xlarge,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.0244 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5 General Purpose 12xlarge Extra Large,m5d.12xlarge,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.0218 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5 General Purpose 16xlarge Extra Large,m5d.16xlarge,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),20 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.0189 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5 General Purpose 24xlarge,m5d.24xlarge,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.0223 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5 General Purpose Metal,m5d.metal,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$0.073 hourly / vCPU,$0.046 hourly / vCPU,$0.018 hourly / vCPU,$0.119 hourly / vCPU,$0.092 hourly / vCPU
M5DN Large,m5dn.large,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 25 Gigabit,$0.0875 hourly / vCPU,$0.055 hourly / vCPU,$0.0284 hourly / vCPU,$0.1335 hourly / vCPU,$0.101 hourly / vCPU
M5DN Extra Large,m5dn.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 25 Gigabit,$0.0875 hourly / vCPU,$0.0553 hourly / vCPU,$0.0292 hourly / vCPU,$0.1335 hourly / vCPU,$0.1013 hourly / vCPU
M5DN Double Extra Large,m5dn.2xlarge,32 GiB,8 vCPUs,300 GB NVMe SSD,Up to 25 Gigabit,$0.0875 hourly / vCPU,$0.0551 hourly / vCPU,$0.0289 hourly / vCPU,$0.1335 hourly / vCPU,$0.1011 hourly / vCPU
M5DN Quadruple Extra Large,m5dn.4xlarge,64 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 25 Gigabit,$0.0875 hourly / vCPU,$0.0551 hourly / vCPU,$0.0286 hourly / vCPU,$0.1335 hourly / vCPU,$0.1011 hourly / vCPU
M5DN Eight Extra Large,m5dn.8xlarge,128 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),25 Gigabit,$0.0875 hourly / vCPU,$0.0551 hourly / vCPU,$0.0287 hourly / vCPU,$0.1335 hourly / vCPU,$0.1011 hourly / vCPU
M5DN 12xlarge Extra Large,m5dn.12xlarge,192 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),50 Gigabit,$0.0875 hourly / vCPU,$0.0551 hourly / vCPU,$0.0243 hourly / vCPU,$0.1335 hourly / vCPU,$0.1011 hourly / vCPU
M5DN 16xlarge Extra Large,m5dn.16xlarge,256 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),75 Gigabit,$0.0875 hourly / vCPU,$0.0551 hourly / vCPU,$0.0222 hourly / vCPU,$0.1335 hourly / vCPU,$0.1011 hourly / vCPU
M5DN 24xlarge,m5dn.24xlarge,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,$0.0875 hourly / vCPU,$0.0551 hourly / vCPU,$0.0228 hourly / vCPU,$0.1335 hourly / vCPU,$0.1011 hourly / vCPU
M5DN Metal,m5dn.metal,384 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,$0.0875 hourly / vCPU,$0.0551 hourly / vCPU,$0.0205 hourly / vCPU,$0.1335 hourly / vCPU,$0.1011 hourly / vCPU
M5N Large,m5n.large,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.0765 hourly / vCPU,$0.048 hourly / vCPU,$0.0281 hourly / vCPU,$0.1225 hourly / vCPU,$0.094 hourly / vCPU
M5N Extra Large,m5n.xlarge,16 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.0765 hourly / vCPU,$0.0483 hourly / vCPU,$0.0326 hourly / vCPU,$0.1225 hourly / vCPU,$0.0943 hourly / vCPU
M5N Double Extra Large,m5n.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.0765 hourly / vCPU,$0.0483 hourly / vCPU,$0.0302 hourly / vCPU,$0.1225 hourly / vCPU,$0.0943 hourly / vCPU
M5N Quadruple Extra Large,m5n.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 25 Gigabit,$0.0765 hourly / vCPU,$0.0482 hourly / vCPU,$0.0311 hourly / vCPU,$0.1225 hourly / vCPU,$0.0942 hourly / vCPU
M5N Eight Extra Large,m5n.8xlarge,128 GiB,32 vCPUs,EBS only,25 Gigabit,$0.0765 hourly / vCPU,$0.0482 hourly / vCPU,$0.026 hourly / vCPU,$0.1225 hourly / vCPU,$0.0942 hourly / vCPU
M5N 12xlarge Extra Large,m5n.12xlarge,192 GiB,48 vCPUs,EBS only,50 Gigabit,$0.0765 hourly / vCPU,$0.0482 hourly / vCPU,$0.0219 hourly / vCPU,$0.1225 hourly / vCPU,$0.0942 hourly / vCPU
M5N 16xlarge Extra Large,m5n.16xlarge,256 GiB,64 vCPUs,EBS only,75 Gigabit,$0.0765 hourly / vCPU,$0.0482 hourly / vCPU,$0.0221 hourly / vCPU,$0.1225 hourly / vCPU,$0.0942 hourly / vCPU
M5N 24xlarge,m5n.24xlarge,384 GiB,96 vCPUs,EBS only,100 Gigabit,$0.0765 hourly / vCPU,$0.0482 hourly / vCPU,$0.0241 hourly / vCPU,$0.1225 hourly / vCPU,$0.0942 hourly / vCPU
M5N Metal,m5n.metal,384 GiB,96 vCPUs,EBS only,100 Gigabit,$0.0765 hourly / vCPU,$0.0482 hourly / vCPU,$0.0219 hourly / vCPU,$0.1225 hourly / vCPU,$0.0942 hourly / vCPU
M5ZN Large,m5zn.large,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.1067 hourly / vCPU,$0.0668 hourly / vCPU,$0.0289 hourly / vCPU,$0.1527 hourly / vCPU,$0.1128 hourly / vCPU
M5ZN Extra Large,m5zn.xlarge,16 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.1067 hourly / vCPU,$0.0668 hourly / vCPU,$0.0344 hourly / vCPU,$0.1527 hourly / vCPU,$0.1128 hourly / vCPU
M5ZN Double Extra Large,m5zn.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.1067 hourly / vCPU,$0.0668 hourly / vCPU,$0.0376 hourly / vCPU,$0.1527 hourly / vCPU,$0.1128 hourly / vCPU
M5ZN 3xlarge,m5zn.3xlarge,48 GiB,12 vCPUs,EBS only,Up to 25 Gigabit,$0.1067 hourly / vCPU,$0.0668 hourly / vCPU,$0.0358 hourly / vCPU,$0.1527 hourly / vCPU,$0.1128 hourly / vCPU
M5ZN 6xlarge,m5zn.6xlarge,96 GiB,24 vCPUs,EBS only,50 Gigabit,$0.1067 hourly / vCPU,$0.0668 hourly / vCPU,$0.0384 hourly / vCPU,$0.1527 hourly / vCPU,$0.1128 hourly / vCPU
M5ZN 12xlarge Extra Large,m5zn.12xlarge,192 GiB,48 vCPUs,EBS only,100 Gigabit,$0.1067 hourly / vCPU,$0.0668 hourly / vCPU,$0.0251 hourly / vCPU,$0.1527 hourly / vCPU,$0.1128 hourly / vCPU
M5ZN Metal,m5zn.metal,192 GiB,48 vCPUs,EBS only,100 Gigabit,$0.1067 hourly / vCPU,$0.0668 hourly / vCPU,$0.0271 hourly / vCPU,$0.1527 hourly / vCPU,$0.1128 hourly / vCPU
M6A Large,m6a.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0194 hourly / vCPU,$0.1018 hourly / vCPU,$0.083 hourly / vCPU
M6A Extra Large,m6a.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0227 hourly / vCPU,$0.1018 hourly / vCPU,$0.037 hourly / vCPU
M6A Double Extra Large,m6a.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0248 hourly / vCPU,$0.1018 hourly / vCPU,$0.083 hourly / vCPU
M6A Quadruple Extra Large,m6a.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.023 hourly / vCPU,$0.1018 hourly / vCPU,$0.083 hourly / vCPU
M6A Eight Extra Large,m6a.8xlarge,128 GiB,32 vCPUs,EBS only,12.5 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0173 hourly / vCPU,$0.1018 hourly / vCPU,$0.037 hourly / vCPU
M6A 12xlarge Extra Large,m6a.12xlarge,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0152 hourly / vCPU,$0.1018 hourly / vCPU,$0.083 hourly / vCPU
M6A 16xlarge Extra Large,m6a.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0162 hourly / vCPU,$0.1018 hourly / vCPU,$0.037 hourly / vCPU
M6A 24xlarge,m6a.24xlarge,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0183 hourly / vCPU,$0.1018 hourly / vCPU,$0.037 hourly / vCPU
M6A 32xlarge,m6a.32xlarge,512 GiB,128 vCPUs,EBS only,50 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0132 hourly / vCPU,$0.1018 hourly / vCPU,$0.083 hourly / vCPU
M6A 48xlarge,m6a.48xlarge,768 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0141 hourly / vCPU,$0.1018 hourly / vCPU,$0.037 hourly / vCPU
M6A Metal,m6a.metal,768 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0558 hourly / vCPU,$0.037 hourly / vCPU,$0.0131 hourly / vCPU,$0.1018 hourly / vCPU,$0.083 hourly / vCPU
M6G Medium,m6g.medium,4 GiB,1 vCPUs,EBS only,Up to 10 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0139 hourly / vCPU,unavailable,unavailable
M6G Large,m6g.large,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0187 hourly / vCPU,unavailable,unavailable
M6G Extra Large,m6g.xlarge,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0131 hourly / vCPU,unavailable,unavailable
M6G Double Extra Large,m6g.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0155 hourly / vCPU,unavailable,unavailable
M6G Quadruple Extra Large,m6g.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0144 hourly / vCPU,unavailable,unavailable
M6G Eight Extra Large,m6g.8xlarge,128 GiB,32 vCPUs,EBS only,12 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0155 hourly / vCPU,unavailable,unavailable
M6G 12xlarge Extra Large,m6g.12xlarge,192 GiB,48 vCPUs,EBS only,20 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0153 hourly / vCPU,unavailable,unavailable
M6G 16xlarge Extra Large,m6g.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0151 hourly / vCPU,unavailable,unavailable
M6G Metal,m6g.metal,256 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0495 hourly / vCPU,$0.0315 hourly / vCPU,$0.0144 hourly / vCPU,unavailable,unavailable
M6GD Medium,m6gd.medium,4 GiB,1 vCPUs,59 GB NVMe SSD,Up to 10 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.0159 hourly / vCPU,unavailable,unavailable
M6GD Large,m6gd.large,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.0139 hourly / vCPU,unavailable,unavailable
M6GD Extra Large,m6gd.xlarge,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.0171 hourly / vCPU,unavailable,unavailable
M6GD Double Extra Large,m6gd.2xlarge,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 10 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.0176 hourly / vCPU,unavailable,unavailable
M6GD Quadruple Extra Large,m6gd.4xlarge,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.014 hourly / vCPU,unavailable,unavailable
M6GD Eight Extra Large,m6gd.8xlarge,128 GiB,32 vCPUs,1900 GB NVMe SSD,12 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.0186 hourly / vCPU,unavailable,unavailable
M6GD 12xlarge Extra Large,m6gd.12xlarge,192 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.0167 hourly / vCPU,unavailable,unavailable
M6GD 16xlarge Extra Large,m6gd.16xlarge,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.0177 hourly / vCPU,unavailable,unavailable
M6GD Metal,m6gd.metal,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$0.0585 hourly / vCPU,$0.0368 hourly / vCPU,$0.0165 hourly / vCPU,unavailable,unavailable
M6I Large,m6i.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0197 hourly / vCPU,$0.108 hourly / vCPU,$0.0871 hourly / vCPU
M6I Extra Large,m6i.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0213 hourly / vCPU,$0.108 hourly / vCPU,$0.0871 hourly / vCPU
M6I Double Extra Large,m6i.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0216 hourly / vCPU,$0.108 hourly / vCPU,$0.0871 hourly / vCPU
M6I Quadruple Extra Large,m6i.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.024 hourly / vCPU,$0.108 hourly / vCPU,$0.0871 hourly / vCPU
M6I Eight Extra Large,m6i.8xlarge,128 GiB,32 vCPUs,EBS only,12.5 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0184 hourly / vCPU,$0.108 hourly / vCPU,$0.0871 hourly / vCPU
M6I 12xlarge Extra Large,m6i.12xlarge,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0156 hourly / vCPU,$0.108 hourly / vCPU,$0.0871 hourly / vCPU
M6I 16xlarge Extra Large,m6i.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0164 hourly / vCPU,$0.108 hourly / vCPU,$0.0871 hourly / vCPU
M6I 24xlarge,m6i.24xlarge,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0181 hourly / vCPU,$0.108 hourly / vCPU,$0.0871 hourly / vCPU
M6I 32xlarge,m6i.32xlarge,512 GiB,128 vCPUs,EBS only,50 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0148 hourly / vCPU,$0.108 hourly / vCPU,$0.0411 hourly / vCPU
M6I Metal,m6i.metal,512 GiB,128 vCPUs,EBS only,50 Gigabit,$0.062 hourly / vCPU,$0.0411 hourly / vCPU,$0.0155 hourly / vCPU,$0.108 hourly / vCPU,$0.0411 hourly / vCPU
M6ID Large,m6id.large,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.0767 hourly / vCPU,$0.0483 hourly / vCPU,$0.0227 hourly / vCPU,$0.1227 hourly / vCPU,$0.0483 hourly / vCPU
